From,To,Count
5804,1026,2
5804,1327,4
5804,1391,1
5804,1540,7
5804,1591,7
5804,1857,13
5804,2204,1
5804,2208,12
5804,3184,5
5804,3245,1
5804,3646,5
5804,3652,5
5804,3783,2
5804,4180,5
5804,4239,2
5804,4822,2
5804,5419,2
5804,5465,1
5804,5508,1
5804,5838,5
5804,5967,2
5804,5970,1
5804,6055,11
5804,6125,1
5804,6147,1
5805,1961,5
5805,6055,2
5806,650,1
5806,1411,6
5806,4515,5
5806,4885,1
5806,5312,2
5806,5806,2
5807,892,2
5807,971,1
5807,1521,1
5807,1740,1
5807,2049,6
5807,2074,1
5807,3054,1
5807,3454,3
5807,4020,3
5807,4250,2
5807,4411,3
5807,5355,3
5807,5424,1
5807,5461,13
5807,5574,1
5807,5761,2
5807,5888,1
5807,6149,1
5807,6179,4
5807,6457,1
5808,1031,1
5808,1554,1
5808,2208,32
5808,2498,1
5808,2569,1
5808,4048,10
5808,5303,5
5808,5340,1
5808,6085,4
5809,301,2
5809,645,14
5809,696,2
5809,794,2
5809,890,18
5809,1052,12
5809,1074,2
5809,1327,35
5809,1391,2
5809,1426,2
5809,1438,10
5809,1540,19
5809,1546,2
5809,1591,8
5809,1666,2
5809,1773,2
5809,1857,12
5809,2082,6
5809,2234,2
5809,2299,68
5809,2563,8
5809,2650,4
5809,2766,12
5809,2810,2
5809,3613,2
5809,4013,26
5809,4039,6
5809,4072,8
5809,4250,12
5809,4755,2
5809,5342,1
5809,5409,16
5809,5419,6
5809,5508,12
5809,5797,6
5809,5802,4
5809,5804,6
5809,5970,12
5809,5985,2
5809,6055,25
5809,6059,6
5809,6306,2
5809,6386,2
5809,6444,2
5810,2545,4
5811,835,8
5811,1588,3
5811,1595,1
5811,2407,3
5811,2866,1
5811,3318,1
5811,4033,3
5811,4436,1
5811,6241,3
5812,1319,24
5812,1406,24
5812,2749,3
5812,3416,3
5812,5214,3
5812,5222,3
5812,5293,3
5812,5498,3
5812,5910,5
5812,5947,3
5813,5813,4
5814,1405,15
5814,3203,15
5814,5048,15
5815,444,3
5815,835,1
5815,1023,2
5815,1041,2
5815,2746,1
5815,3296,3
5815,3476,2
5815,4825,2
5815,4943,2
5815,5654,3
5816,2959,1
5816,5508,2
5816,6445,1
5817,4,1
5817,7,1
5817,96,3
5817,124,12
5817,358,5
5817,544,4
5817,595,7
5817,619,2
5817,706,1
5817,992,6
5817,1036,5
5817,1047,3
5817,1106,5
5817,1108,29
5817,1342,10
5817,1367,8
5817,1592,3
5817,1596,3
5817,1649,2
5817,1710,6
5817,1758,6
5817,1905,1
5817,1925,3
5817,2148,5
5817,2163,3
5817,2230,20
5817,2234,18
5817,2235,14
5817,2240,3
5817,2291,8
5817,2391,5
5817,2545,3
5817,2568,2
5817,2569,1
5817,2604,5
5817,2721,2
5817,2749,2
5817,2762,1
5817,2770,4
5817,2774,6
5817,2812,6
5817,2817,2
5817,2836,2
5817,2877,2
5817,3001,5
5817,3015,1
5817,3039,19
5817,3041,3
5817,3059,2
5817,3279,11
5817,3299,3
5817,3344,1
5817,3405,5
5817,3416,5
5817,3429,1
5817,3444,2
5817,3774,5
5817,3781,2
5817,3802,1
5817,3860,2
5817,3982,3
5817,3999,8
5817,4036,1
5817,4056,11
5817,4124,3
5817,4345,3
5817,4348,3
5817,4390,1
5817,4431,9
5817,4435,5
5817,4505,4
5817,4507,15
5817,4511,3
5817,4743,1
5817,4755,2
5817,4867,1
5817,4918,3
5817,4933,7
5817,4938,3
5817,5032,16
5817,5095,1
5817,5098,1
5817,5207,3
5817,5222,1
5817,5268,3
5817,5276,1
5817,5300,2
5817,5338,3
5817,5340,26
5817,5461,2
5817,5553,1
5817,5564,1
5817,5696,26
5817,5817,1
5817,5872,19
5817,5908,6
5817,5910,12
5817,5986,5
5817,6008,2
5817,6100,2
5817,6146,15
5817,6210,3
5817,6289,2
5817,6414,9
5817,6434,2
5817,6443,1
5818,2749,5
5819,2651,3
5819,2734,1
5820,5817,5
5821,6085,1
5823,171,6
5823,1072,6
5823,3039,1
5823,3862,1
5824,2077,3
5824,5336,3
5825,2350,3
5826,1374,30
5826,2090,3
5826,2423,3
5826,4147,3
5826,5708,3
5826,5803,3
5827,5370,29
5828,489,1
5828,1021,4
5828,3078,1
5828,3107,1
5828,3377,3
5828,3940,1
5828,4176,2
5829,2208,2
5829,2618,2
5830,1026,3
5831,1150,1
5831,4261,4
5831,4415,5
5831,6174,4
5832,1374,6
5833,1710,2
5833,1779,2
5833,2553,46
5833,3113,4
5833,3291,1
5833,3551,4
5833,3840,2
5833,4043,8
5833,4170,1
5833,5276,2
5834,1026,1
5834,3245,3
5834,3570,1
5834,4108,1
5834,4810,1
5835,3862,6
5835,6414,3
5836,293,3
5836,419,3
5836,489,39
5836,536,2
5836,1042,2
5836,1086,2
5836,1398,5
5836,1540,4
5836,1930,5
5836,2076,1
5836,2208,100
5836,2540,3
5836,2696,2
5836,2719,59
5836,3028,6
5836,3031,4
5836,3205,2
5836,3261,2
5836,3377,1
5836,3443,2
5836,3476,7
5836,3496,3
5836,3714,3
5836,3758,2
5836,3940,1
5836,4048,3
5836,4077,11
5836,4136,2
5836,4189,3
5836,4390,4
5836,4420,2
5836,4844,4
5836,4934,1
5836,4937,3
5836,4941,1
5836,5120,2
5836,5214,3
5836,5357,4
5836,5871,2
5836,5897,1
5836,6059,1
5836,6147,2
5836,6244,1
5836,6277,1
5836,6414,3
5836,6521,6
5837,596,5
5837,1325,5
5837,5696,4
5838,168,27
5838,175,1
5838,286,10
5838,289,133
5838,396,2
5838,480,1
5838,556,4
5838,588,1
5838,645,135
5838,729,23
5838,858,10
5838,993,3
5838,998,27
5838,1024,1
5838,1107,5
5838,1208,3
5838,1391,2
5838,1460,6
5838,1496,2
5838,1521,8
5838,1591,54
5838,1723,1
5838,1789,1
5838,1796,10
5838,1800,3
5838,1847,4
5838,1934,2
5838,2058,4
5838,2082,6
5838,2204,1
5838,2208,2
5838,2256,1
5838,2309,1
5838,2343,2
5838,2345,10
5838,2360,1
5838,2363,3
5838,2413,4
5838,2540,2
5838,2603,4
5838,2650,2
5838,2703,21
5838,2761,2
5838,2870,2
5838,3223,3
5838,3411,1
5838,3476,3
5838,3481,32
5838,3546,12
5838,3646,210
5838,3712,5
5838,3856,2
5838,3960,6
5838,3994,10
5838,4039,3
5838,4072,26
5838,4126,17
5838,4183,1
5838,4205,1
5838,4239,2
5838,4675,5
5838,4809,2
5838,4912,1
5838,4954,5
5838,5016,2
5838,5083,2
5838,5119,1
5838,5127,2
5838,5164,2
5838,5287,28
5838,5313,1
5838,5435,4
5838,5465,54
5838,5508,116
5838,5661,2
5838,5688,1
5838,5804,1
5838,5841,1
5838,5897,5
5838,5921,2
5838,5967,61
5838,5978,10
5838,6055,27
5838,6059,6
5838,6241,20
5838,6386,4
5838,6500,1
5838,6521,10
5839,728,6
5839,843,21
5839,1072,1
5839,1150,30
5839,1935,1
5839,1998,3
5839,2000,3
5839,2082,2
5839,2407,2
5839,3180,3
5839,3296,354
5839,3583,1
5839,3719,6
5839,4261,2
5839,5465,2
5839,5508,4
5839,5603,1
5839,5838,2
5839,5967,2
5840,3347,6
5840,5508,2
5840,5840,2
5840,6055,4
5840,6306,2
5841,176,1
5841,293,1
5841,321,2
5841,544,2
5841,602,1
5841,609,2
5841,705,12
5841,729,2
5841,858,2
5841,892,1
5841,971,3
5841,1021,1
5841,1026,4
5841,1127,1
5841,1195,1
5841,1327,2
5841,1426,2
5841,1588,1
5841,1648,3
5841,1919,1
5841,1935,2
5841,2186,2
5841,2345,1
5841,2407,1
5841,2598,3
5841,2734,6
5841,2979,5
5841,3003,6
5841,3028,7
5841,3039,5
5841,3078,5
5841,3107,1
5841,3186,1
5841,3245,5
5841,3262,58
5841,3392,38
5841,3456,2
5841,3618,2
5841,3712,6
5841,3795,2
5841,3960,2
5841,4176,1
5841,4189,2
5841,4411,1
5841,4420,3
5841,4428,4
5841,4442,1
5841,4886,1
5841,5286,1
5841,5445,2
5841,5576,8
5841,5603,1
5841,5707,2
5841,5838,2
5841,6055,133
5841,6160,2
5841,6163,2
5841,6253,44
5841,6279,1
5841,6387,4
5841,6433,2
5841,6453,16
5841,6499,4
5842,242,6
5842,3039,1
5842,3862,2
5842,5842,6
5843,191,9
5843,5627,3
5843,5925,3
5843,6414,12
5843,6593,9
5844,2719,4
5844,5461,3
5845,168,17
5845,2671,4
5845,2719,2
5845,2912,4
5845,4043,2
5845,4234,4
5845,4382,3
5845,4488,2
5845,5156,17
5845,5213,2
5845,5276,2
5845,5318,8
5845,6004,17
5846,2094,2
5846,6055,6
5848,383,1
5848,2664,1
5848,3003,6
5848,3117,3
5848,4420,6
5848,4438,3
5848,4622,1
5848,5848,6
5848,6356,3
5848,6533,3
5849,3107,6
5850,1295,3
5850,2572,5
5850,2719,2
5850,3602,2
5850,3759,7
5850,5214,27
5850,5554,4
5850,5910,27
5850,5947,7
5850,6287,2
5851,1241,5
5851,1442,2
5851,1458,2
5851,1847,6
5851,2291,9
5851,2774,3
5851,3039,1
5851,3862,5
5851,4036,6
5851,4043,5
5851,4072,14
5851,4431,3
5851,4912,2
5851,5213,6
5851,5461,3
5851,5508,8
5851,6504,5
5852,1367,4
5852,1925,1
5852,4054,2
5852,6289,2
5853,2037,1
5853,2291,3
5853,3061,8
5853,3837,1
5853,4036,11
5853,4304,6
5853,4447,1
5854,1413,5
5854,1566,5
5854,3416,1
5855,544,12
5855,2368,3
5855,3343,25
5855,4411,1
5855,5567,9
5855,5989,3
5856,1294,3
5856,2481,3
5856,5461,13
5857,151,1
5857,1289,1
5857,1919,3
5857,2017,8
5857,2187,1
5857,2292,3
5857,2300,1
5857,3433,1
5857,4122,1
5857,5853,1
5857,5862,4
5857,6126,1
5857,6165,1
5857,6289,8
5858,556,1
5858,3862,11
5858,4061,1
5858,4152,3
5858,4338,3
5858,5461,9
5858,5858,1
5858,6060,2
5858,6414,3
5859,171,2
5859,2719,6
5859,5354,8
5860,4343,5
5860,5250,2
5861,700,2
5861,714,1
5861,850,8
5861,899,2
5861,917,10
5861,1010,4
5861,1041,1
5861,1313,6
5861,1588,2
5861,1694,4
5861,1796,2
5861,1999,3
5861,2343,6
5861,2908,3
5861,2957,3
5861,3296,3
5861,3343,14
5861,3450,2
5861,3555,1
5861,3772,1
5861,3778,1
5861,3862,4
5861,4043,2
5861,4496,2
5861,4833,2
5861,5433,6
5861,5529,2
5861,5603,8
5861,5616,3
5861,5692,2
5861,5870,1
5861,6149,2
5861,6179,1
5861,6241,1
5862,2037,3
5862,2287,3
5862,4061,3
5862,5214,3
5863,4072,6
5864,1742,2
5864,4428,2
5865,2719,2
5865,5461,9
5866,654,2
5866,3028,2
5867,1342,12
5867,1795,2
5867,2977,5
5867,4305,9
5867,5102,1
5867,5587,4
5867,5817,21
5867,5986,6
5867,6452,8
5868,868,2
5868,1367,2
5868,1820,2
5868,2569,1
5868,2588,1
5868,3033,4
5868,3444,1
5868,5340,15
5868,5881,3
5868,6289,11
5869,571,3
5869,1026,13
5869,1328,3
5869,1540,1
5869,2948,3
5869,3031,2
5869,4013,3
5869,5009,2
5869,5565,6
5869,5712,1
5869,6406,3
5870,171,5
5870,1023,2
5870,1049,2
5870,1069,2
5870,1072,43
5870,1086,8
5870,1847,63
5870,2218,6
5870,2293,2
5870,2572,5
5870,2671,4
5870,2719,8
5870,2746,2
5870,3257,2
5870,3721,2
5870,4043,2
5870,4136,6
5870,4572,2
5870,5095,1
5870,5109,4
5870,5213,32
5870,5485,2
5870,5982,10
5870,6179,4
5870,6293,14
5870,6521,2
5871,373,2
5871,423,2
5871,476,14
5871,648,5
5871,710,2
5871,991,2
5871,1327,7
5871,1400,3
5871,1444,4
5871,1519,2
5871,1540,2
5871,1742,2
5871,1746,8
5871,1847,6
5871,1926,2
5871,2208,64
5871,2275,1
5871,2368,8
5871,2618,2
5871,2766,2
5871,3053,2
5871,3162,4
5871,3403,2
5871,3471,4
5871,3690,1
5871,3797,2
5871,3862,4
5871,4043,2
5871,4072,2
5871,4304,2
5871,4336,3
5871,4504,4
5871,4758,6
5871,4787,6
5871,4884,2
5871,5120,4
5871,5317,2
5871,5350,7
5871,5361,3
5871,5479,7
5871,5656,2
5871,5681,2
5871,5809,2
5871,5836,6
5871,5939,1
5871,6244,3
5872,310,1
5872,563,3
5872,659,2
5872,706,1
5872,868,1
5872,1108,3
5872,1367,5
5872,1402,2
5872,2289,5
5872,2665,2
5872,2812,2
5872,3802,1
5872,4039,1
5872,4061,5
5872,4431,2
5872,4938,4
5872,5192,3
5872,5340,13
5872,5461,6
5872,5696,10
5872,5817,19
5872,5872,2
5872,5908,2
5872,6289,2
5873,4039,8
5873,6055,2
5874,3471,1
5874,3862,4
5875,2749,1
5875,3416,3
5875,5370,3
5876,1026,6
5876,4816,3
5877,979,1
5877,1146,2
5877,1314,2
5877,1384,3
5877,1651,1
5877,2065,1
5877,2141,2
5877,2149,5
5877,2823,1
5877,3009,1
5877,3066,2
5877,3896,17
5877,4253,1
5877,4410,4
5877,5226,1
5877,5696,28
5877,5714,1
5878,2291,4
5878,2749,4
5878,4036,4
5879,2728,2
5879,4072,3
5880,606,1
5880,1311,2
5880,1710,3
5880,3429,1
5880,3496,2
5880,3774,2
5880,3896,3
5880,3982,3
5880,4054,1
5880,4128,1
5880,4409,1
5880,5166,1
5880,5303,1
5880,5340,3
5880,5877,1
5880,5908,1
5880,5909,1
5880,5946,1
5880,6085,1
5881,2588,1
5881,3018,1
5881,3914,1
5881,4833,1
5881,5340,5
5881,5868,2
5881,6289,9
5882,242,7
5882,1557,3
5882,1860,1
5882,2955,1
5882,5340,3
5882,5696,3
5882,5882,4
5883,3003,5
5883,5883,1
5884,2512,4
5885,2719,4
5886,253,1
5886,1347,1
5886,2350,1
5886,2572,2
5886,2718,2
5886,2719,2
5886,2968,6
5886,3416,1
5886,3806,1
5886,4807,1
5886,5214,56
5886,5554,2
5886,5910,6
5887,2972,6
5888,835,2
5888,892,1
5888,1208,4
5888,1537,1
5888,1588,1
5888,1648,6
5888,2345,1
5888,3546,1
5888,3779,6
5888,3830,6
5888,5243,1
5888,5888,5
5888,6185,1
5888,6470,12
5889,1150,9
5889,1935,1
5889,3615,3
5890,3862,1
5890,5576,10
5891,2208,10
5892,1097,4
5892,1413,4
5893,373,2
5893,476,4
5893,679,2
5893,873,2
5893,1327,8
5893,2208,2
5893,2623,2
5893,5681,2
5893,5732,2
5893,5871,4
5893,6239,2
5893,6256,4
5894,1046,1
5894,2289,2
5894,2512,1
5894,2731,1
5894,3862,4
5894,4061,1
5894,5461,1
5895,2719,7
5895,2746,1
5895,3899,2
5895,4176,2
5895,5982,3
5895,6179,1
5895,6457,1
5896,2149,1
5896,5877,1
5896,6082,1
5897,1026,11
5897,1519,1
5897,1773,7
5897,2208,3
5897,2368,1
5897,3105,1
5897,3192,1
5897,3306,1
5897,3681,1
5897,3784,1
5897,3830,1
5897,3994,4
5897,4026,1
5897,4145,5
5897,4404,2
5897,4806,1
5897,4912,1
5897,4961,1
5897,5043,1
5897,5428,8
5897,5939,1
5897,6055,2
5897,6244,1
5897,6306,1
5898,556,5
5898,722,7
5898,787,3
5898,951,3
5898,1311,4
5898,1413,12
5898,1798,5
5898,1919,3
5898,2570,5
5898,2614,3
5898,2890,3
5898,2958,12
5898,3392,9
5898,3783,4
5898,4151,7
5898,4364,6
5898,5250,6
5898,5290,3
5898,5461,17
5898,5707,2
5898,6163,3
5898,6580,3
5899,171,10
5899,972,2
5899,1069,11
5899,1347,4
5899,1404,4
5899,1843,6
5899,2350,2
5899,2424,2
5899,2543,1
5899,2572,11
5899,2719,8
5899,3060,1
5899,3655,4
5899,3714,2
5899,3806,2
5899,3957,2
5899,4077,5
5899,4840,4
5899,5095,8
5899,5202,6
5899,5214,8
5899,5513,3
5899,5899,1
5899,5910,5
5899,5947,1
5899,5982,4
5900,1350,30
5900,5410,3
5900,5418,3
5901,1325,1
5901,3896,1
5901,4054,1
5901,5246,1
5901,6210,1
5902,691,3
5902,5046,3
5903,1433,6
5903,1925,4
5903,3689,3
5903,5222,20
5903,5772,3
5903,6092,9
5903,6414,3
5903,6521,3
5904,2749,4
5905,1327,10
5905,1922,3
5905,3979,3
5905,5421,2
5905,5501,3
5905,5508,4
5905,6356,3
5906,6055,6
5907,1049,7
5907,3546,3
5908,446,11
5908,606,16
5908,1108,2
5908,1333,2
5908,1367,10
5908,1384,1
5908,1463,3
5908,1710,19
5908,1925,1
5908,2230,1
5908,2241,16
5908,2303,4
5908,2588,1
5908,2719,4
5908,2762,6
5908,2855,2
5908,3059,1
5908,3197,1
5908,3344,3
5908,3379,3
5908,3444,12
5908,3496,40
5908,3686,3
5908,3774,14
5908,3848,1
5908,3851,7
5908,3860,1
5908,3982,2
5908,4054,4
5908,4143,6
5908,4390,14
5908,4433,2
5908,4435,1
5908,5303,5
5908,5340,2
5908,5358,1
5908,5817,2
5908,5980,1
5908,5989,11
5908,6085,7
5908,6210,2
5908,6275,2
5908,6289,33
5909,2141,1
5909,2749,5
5909,3009,2
5909,3774,3
5909,3896,9
5909,5226,1
5909,5696,6
5910,96,9
5910,171,13
5910,180,12
5910,205,6
5910,206,18
5910,270,4
5910,303,18
5910,309,5
5910,370,20
5910,399,5
5910,457,6
5910,478,4
5910,548,183
5910,596,38
5910,620,10
5910,622,7
5910,638,9
5910,713,5
5910,753,6
5910,782,6
5910,865,4
5910,871,5
5910,933,8
5910,961,11
5910,964,5
5910,972,16
5910,985,5
5910,1039,38
5910,1069,35
5910,1073,26
5910,1101,9
5910,1106,70
5910,1213,15
5910,1289,5
5910,1295,60
5910,1329,26
5910,1339,24
5910,1347,5
5910,1354,4
5910,1401,3
5910,1419,24
5910,1430,5
5910,1434,10
5910,1447,5
5910,1454,6
5910,1455,14
5910,1465,4
5910,1500,16
5910,1539,5
5910,1562,17
5910,1597,4
5910,1657,6
5910,1665,6
5910,1810,5
5910,1821,18
5910,1841,16
5910,1843,205
5910,1845,5
5910,1851,21
5910,1874,4
5910,1920,4
5910,1938,28
5910,1940,4
5910,1955,8
5910,2084,6
5910,2135,4
5910,2136,5
5910,2138,6
5910,2160,41
5910,2197,6
5910,2219,15
5910,2229,14
5910,2231,11
5910,2291,36
5910,2330,4
5910,2340,5
5910,2350,32
5910,2384,6
5910,2513,27
5910,2521,5
5910,2537,5
5910,2538,4
5910,2545,15
5910,2553,21
5910,2561,5
5910,2572,157
5910,2598,4
5910,2600,14
5910,2601,14
5910,2607,11
5910,2626,9
5910,2648,8
5910,2671,5
5910,2707,5
5910,2711,27
5910,2718,18
5910,2719,348
5910,2749,65
5910,2768,43
5910,2770,11
5910,2774,8
5910,2775,5
5910,2900,5
5910,2925,5
5910,2939,5
5910,2952,25
5910,2968,74
5910,2969,32
5910,2997,5
5910,3001,46
5910,3004,5
5910,3008,16
5910,3029,24
5910,3039,27
5910,3060,9
5910,3061,20
5910,3115,4
5910,3127,9
5910,3243,4
5910,3257,131
5910,3259,1
5910,3265,15
5910,3266,10
5910,3267,8
5910,3309,6
5910,3313,10
5910,3315,1
5910,3338,18
5910,3351,4
5910,3378,15
5910,3390,11
5910,3391,82
5910,3405,10
5910,3416,121
5910,3442,14
5910,3547,4
5910,3602,6
5910,3614,5
5910,3638,14
5910,3703,5
5910,3714,29
5910,3726,6
5910,3759,200
5910,3777,15
5910,3780,10
5910,3806,12
5910,3839,4
5910,3862,9
5910,3946,5
5910,3952,5
5910,3955,5
5910,3963,12
5910,3964,22
5910,3970,4
5910,4017,5
5910,4036,20
5910,4043,5
5910,4049,83
5910,4051,8
5910,4056,5
5910,4058,5
5910,4060,121
5910,4067,123
5910,4107,4
5910,4116,18
5910,4124,40
5910,4136,22
5910,4140,10
5910,4150,5
5910,4195,1038
5910,4196,7
5910,4234,7
5910,4275,10
5910,4319,5
5910,4324,23
5910,4329,4
5910,4348,5
5910,4360,55
5910,4362,6
5910,4382,9
5910,4383,6
5910,4431,14
5910,4472,22
5910,4473,24
5910,4509,44
5910,4592,6
5910,4755,1
5910,4758,5
5910,4774,5
5910,4840,65
5910,4867,52
5910,4887,68
5910,4915,9
5910,4918,5
5910,4938,5
5910,4941,13
5910,5095,28
5910,5120,4
5910,5121,5
5910,5125,8
5910,5164,6
5910,5182,51
5910,5188,10
5910,5202,6
5910,5213,16
5910,5214,265
5910,5222,15
5910,5247,4
5910,5268,37
5910,5276,10
5910,5293,5
5910,5298,25
5910,5328,16
5910,5340,4
5910,5370,121
5910,5462,5
5910,5484,6
5910,5485,67
5910,5498,10
5910,5510,6
5910,5513,51
5910,5514,30
5910,5554,5
5910,5562,5
5910,5576,6
5910,5583,7
5910,5586,11
5910,5606,6
5910,5635,9
5910,5660,5
5910,5682,1
5910,5696,52
5910,5710,62
5910,5810,4
5910,5812,10
5910,5817,6
5910,5827,24
5910,5850,14
5910,5886,10
5910,5910,46
5910,5947,16
5910,5979,38
5910,5982,91
5910,5990,4
5910,6005,6
5910,6013,15
5910,6098,9
5910,6121,14
5910,6179,35
5910,6243,38
5910,6337,4
5910,6350,5
5910,6351,5
5910,6370,5
5910,6375,10
5910,6434,5
5910,6443,10
5910,6457,6
5910,6521,6
5911,5508,11
5911,6055,5
5912,536,28
5912,1400,1
5912,1938,7
5912,2282,2
5912,3343,19
5912,4744,11
5912,5050,2
5913,543,6
5913,1315,24
5913,2267,26
5913,3061,3
5913,4196,6
5913,4304,3
5913,5206,3
5913,5652,5
5913,5925,15
5913,6057,3
5913,6092,3
5913,6395,2
5913,6414,73
5913,6593,3
5914,2407,1
5914,3786,3
5914,5603,2
5915,5445,3
5916,1838,10
5916,4250,3
5916,4815,4
5916,5836,4
5917,3247,4
5917,5917,8
5917,6321,2
5919,3444,2
5919,4390,2
5920,321,1
5920,661,1
5920,4039,2
5920,6055,2
5921,609,5
5921,1041,2
5921,1588,5
5921,1847,4
5921,2409,2
5921,3296,3
5921,3476,5
5921,4043,2
5921,4072,6
5921,4172,1
5921,4442,4
5921,4825,2
5921,5508,14
5921,5603,9
5921,5967,1
5921,6179,2
5921,6293,2
5922,301,4
5922,2749,11
5922,2877,4
5922,2952,5
5922,3862,2
5922,4851,2
5922,5185,2
5922,5710,4
5923,1648,15
5925,202,6
5925,250,3
5925,488,3
5925,658,3
5925,678,3
5925,933,3
5925,1013,3
5925,1136,3
5925,1836,3
5925,2267,6
5925,2478,2
5925,2512,2
5925,2749,5
5925,2774,4
5925,3039,6
5925,3281,2
5925,3299,5
5925,3418,3
5925,3591,3
5925,4110,15
5925,4438,3
5925,4504,8
5925,4697,5
5925,4850,3
5925,4851,6
5925,4856,3
5925,4871,3
5925,4953,6
5925,5094,9
5925,5471,3
5925,5478,6
5925,5693,3
5925,5725,31
5925,6060,6
5925,6092,3
5925,6242,3
5925,6248,3
5925,6250,3
5925,6289,2
5925,6414,175
5925,6430,6
5925,6442,3
5925,6504,3
5925,6593,9
5926,2734,4
5929,3377,3
5931,4077,9
5932,1341,2
5932,2128,164
5932,5243,164
5932,5355,169
5934,2192,3
5934,2291,3
5934,2774,3
5934,4431,6
5935,3597,3
5935,5213,6
5935,5304,3
5936,1519,1
5936,6055,1
5936,6316,1
5937,389,2
5938,2192,3
5938,2774,6
5938,4431,3
5939,301,1
5939,423,3
5939,493,3
5939,536,1
5939,544,21
5939,620,2
5939,648,2
5939,753,14
5939,850,1
5939,1010,7
5939,1042,12
5939,1241,1
5939,1330,2
5939,1419,2
5939,1423,2
5939,1430,1
5939,1460,2
5939,1652,10
5939,1773,6
5939,1847,12
5939,1921,2
5939,1922,2
5939,2130,1
5939,2208,27
5939,2281,2
5939,2324,2
5939,2513,3
5939,2553,2
5939,2557,4
5939,2874,2
5939,2974,28
5939,3038,2
5939,3039,2
5939,3105,2
5939,3192,2
5939,3258,3
5939,3306,2
5939,3343,49
5939,3454,3
5939,3712,2
5939,3797,2
5939,3846,1
5939,3862,14
5939,4043,12
5939,4048,3
5939,4429,1
5939,4431,1
5939,4469,3
5939,4746,3
5939,4880,3
5939,5213,8
5939,5346,2
5939,5350,2
5939,5361,1
5939,5382,4
5939,5508,8
5939,5567,2
5939,5792,1
5939,5984,2
5939,6055,2
5939,6101,4
5939,6457,2
5940,2407,1
5940,3438,2
5941,5508,2
5942,1649,1
5942,3039,1
5942,5355,1
5942,6504,1
5943,4176,6
5943,4420,16
5944,2291,4
5944,2770,2
5944,3135,1
5944,3192,2
5944,3257,2
5944,3342,7
5944,3818,13
5944,4007,1
5944,4662,10
5944,5098,8
5944,5193,2
5944,5222,3
5944,5710,3
5944,5944,3
5944,6183,2
5945,1649,3
5945,2592,6
5945,3172,6
5945,4321,3
5945,4850,3
5946,1367,1
5946,1710,2
5946,3496,2
5946,3896,2
5946,4302,2
5946,6210,1
5947,223,16
5947,478,86
5947,855,16
5947,1502,2
5947,1657,4
5947,1665,2
5947,1920,3
5947,2556,2
5947,2601,2
5947,2719,85
5947,3309,2
5947,3551,3
5947,3602,2
5947,3759,3
5947,3806,2
5947,3952,2
5947,3972,2
5947,4840,1
5947,5182,23
5947,5214,61
5947,5292,1
5947,5387,2
5947,5461,1
5947,5554,36
5947,5850,5
5947,5979,6
5947,6287,21
5947,6464,2
5948,745,2
5948,1961,5
5949,5196,2
5949,6414,2
5950,1286,6
5950,5461,18
5951,3180,58
5952,2651,5
5953,2049,1
5953,2159,1
5953,3079,3
5953,4020,1
5953,5211,1
5954,1688,46
5954,4431,21
5954,5220,46
5955,4034,8
5955,4794,8
5955,5039,8
5956,296,1
5956,556,1
5956,892,1
5956,3862,3
5956,3903,1
5956,5956,1
5957,191,1
5957,2512,1
5957,5725,1
5957,6250,2
5957,6593,1
5958,4420,4
5960,1760,3
5960,1961,2
5960,5214,1
5961,2650,1
5961,4968,3
5962,1742,3
5963,700,3
5963,2345,14
5963,2716,8
5963,3632,3
5963,5165,1
5964,5795,18
5965,661,3
5965,1426,2
5965,3862,2
5965,4060,4
5965,4072,5
5966,835,1
5966,1461,1
5966,2172,1
5966,3296,1
5966,5603,1
5966,6179,1
5967,168,2
5967,285,16
5967,289,39
5967,343,4
5967,556,3
5967,588,5
5967,645,39
5967,729,21
5967,765,1
5967,858,5
5967,998,1
5967,1107,3
5967,1138,2
5967,1220,4
5967,1221,2
5967,1391,1
5967,1519,2
5967,1540,1
5967,1591,26
5967,1649,14
5967,1654,9
5967,1734,1
5967,1771,2
5967,1779,1
5967,1857,3
5967,1971,6
5967,2082,2
5967,2208,1
5967,2343,1
5967,2363,2
5967,2413,1
5967,2511,1
5967,2703,3
5967,2717,2
5967,2761,16
5967,2796,2
5967,2851,2
5967,3058,2
5967,3069,1
5967,3199,1
5967,3343,3
5967,3432,3
5967,3476,2
5967,3481,9
5967,3613,2
5967,3646,68
5967,3856,8
5967,3979,2
5967,3994,7
5967,4004,2
5967,4039,1
5967,4072,7
5967,4112,2
5967,4126,18
5967,4261,1
5967,4303,2
5967,4626,1
5967,4693,2
5967,4809,6
5967,4852,2
5967,4855,3
5967,5119,1
5967,5287,2
5967,5295,2
5967,5419,1
5967,5465,16
5967,5508,39
5967,5530,4
5967,5838,8
5967,5921,1
5967,6004,1
5967,6055,4
5967,6059,1
5967,6092,1
5967,6253,1
5967,6275,2
5967,6387,1
5967,6408,3
5967,6521,2
5968,3323,3
5968,5461,3
5969,4382,2
5969,4767,2
5970,493,1
5970,1540,1
5970,1857,1
5970,2208,5
5970,3994,1
5970,6163,1
5971,2716,2
5971,2721,2
5971,3024,2
5971,3821,1
5971,4382,1
5972,3608,3
5972,3860,2
5973,858,5
5973,1669,2
5973,2138,2
5973,2345,4
5973,2717,1
5973,2735,2
5973,2761,64
5973,3613,1
5973,3646,62
5973,3994,4
5973,4072,17
