From,To,Count
383,3862,1
383,4382,2
383,4911,6
383,5060,1
383,5410,6
383,5418,6
383,5508,1
383,5627,1
383,6378,1
383,6414,6
385,3994,12
387,722,4
387,3717,4
387,5461,8
387,5876,4
388,215,3
388,650,3
388,1413,3
388,6163,2
389,1669,3
389,4339,3
390,390,1
390,1049,6
390,5907,1
391,1151,2
391,2125,2
391,5091,2
391,5508,2
393,1648,3
393,2651,3
393,3028,3
394,394,1
394,2830,1
394,5795,1
395,1760,3
396,765,2
396,1327,2
396,3262,2
396,4180,2
396,5838,4
396,5967,4
396,6055,16
396,6253,2
397,700,6
397,1785,3
397,2289,4
397,2746,1
397,3039,10
397,3546,3
397,4061,8
397,4093,1
397,5275,1
397,5355,1
397,5461,6
397,6179,1
397,6226,3
397,6414,3
398,4072,4
399,2512,2
399,5910,5
399,6414,6
400,951,6
402,3028,14
403,2512,2
404,794,11
404,3312,11
405,2719,4
406,2719,2
406,4234,2
407,4390,8
408,1742,1
408,5733,4
409,729,2
409,829,10
409,3262,2
409,3392,23
409,3994,1
409,4133,2
409,4666,6
409,5098,2
409,5222,2
409,5476,25
409,5508,4
409,5838,1
409,6055,14
410,3058,2
410,5472,2
412,1455,1
412,2719,6
412,3118,33
412,4032,1
412,4500,1
412,4904,3
412,5357,2
412,5437,1
412,6402,15
413,1742,2
414,378,1
414,1026,4
414,1413,1
414,1566,4
414,2074,1
414,2277,1
414,3039,6
414,3245,1
414,3454,3
414,3717,1
414,3895,3
414,4905,16
414,5078,3
414,5206,16
414,5481,4
414,5576,4
414,6179,3
414,6229,1
416,168,2
416,172,2
416,1433,2
416,1789,3
416,3223,9
416,3689,2
416,4072,3
417,2512,2
417,4051,9
417,6430,3
419,489,2
419,2208,7
419,4934,1
419,5836,2
420,1742,2
420,2512,1
420,6246,1
421,1333,2
421,1384,1
421,1756,1
421,2752,2
421,2823,1
421,3496,1
421,3851,1
421,4054,2
421,4203,1
421,4437,3
421,5186,2
421,5228,3
422,3444,1
422,3608,16
422,6530,3
423,228,6
423,423,21
423,536,6
423,1017,3
423,3343,3
423,5674,24
423,5939,3
424,5910,5
425,301,1
425,784,1
425,3862,1
426,2347,2
426,3192,2
426,4072,2
427,2746,1
427,4034,1
427,4172,2
427,5284,2
427,6179,2
427,6241,1
428,1320,2
428,2208,10
428,2943,2
428,5570,2
429,321,4
430,4072,3
431,1282,14
431,2719,14
431,4080,10
432,835,18
432,1009,1
432,1208,8
432,1461,3
432,2407,1
432,6517,1
433,171,1
435,2907,10
435,3196,4
435,5520,2
435,5521,1
436,563,3
436,2291,3
436,3052,15
436,4871,6
436,5461,5
436,5725,3
436,6161,3
436,6414,21
437,2651,7
438,2562,2
438,3245,1
438,3570,2
438,5417,2
438,5461,3
438,5500,1
439,1753,1
439,2651,1
439,3999,1
439,6246,1
441,544,1
441,4082,2
442,1773,1
442,2512,2
442,3496,1
442,4013,1
443,2719,2
443,4234,2
444,1838,3
444,3296,6
444,4130,3
444,4943,3
444,5815,3
445,1454,1
445,3200,2
445,3862,1
446,364,1
446,446,29
446,529,30
446,595,3
446,606,14
446,646,4
446,1108,3
446,1367,3
446,1428,2
446,1557,29
446,1671,2
446,1925,1
446,1976,1
446,2241,8
446,2242,3
446,2550,13
446,2588,22
446,2705,1
446,2762,135
446,3175,1
446,3194,3
446,3197,2
446,3344,1
446,3444,65
446,3496,49
446,3686,3
446,3767,1
446,3774,206
446,3802,1
446,3851,67
446,3896,3
446,3938,2
446,4054,7
446,4390,25
446,4762,3
446,4773,3
446,5068,37
446,5852,1
446,5908,216
446,5989,1
446,5993,4
446,6085,7
446,6114,1
446,6210,41
446,6275,3
446,6289,1
447,489,1
447,1847,1
447,3416,1
447,3444,1
447,5222,1
447,5908,1
448,4072,3
448,5817,1
449,226,1
449,227,1
449,271,1
449,551,2
449,1384,2
449,1671,2
449,2214,1
449,2704,6
449,2955,2
449,3009,1
449,3210,1
449,3496,3
449,3605,10
449,3626,1
449,3774,2
449,3896,39
449,4302,10
449,4433,1
449,4463,1
449,4589,1
449,5079,3
449,5659,1
449,5691,1
449,5696,3
450,2719,5
451,2029,3
451,3624,14
451,3862,1
451,4515,7
452,93,5
452,127,5
452,463,5
452,1415,5
452,2441,5
452,4214,3
452,4972,5
452,5259,5
452,6211,5
452,6394,5
453,1426,2
453,1828,2
453,2749,2
453,3107,2
453,3127,2
453,3223,2
453,3416,2
453,3862,5
453,4072,6
454,1648,2
455,3161,2
455,5402,1
457,3551,1
457,4056,1
457,4840,1
457,5910,29
458,568,3
458,1157,3
459,2719,2
460,544,6
460,4176,2
461,1411,18
461,4515,1
462,2512,1
463,93,2
463,127,2
463,1415,2
463,2441,2
463,4214,1
463,4972,2
463,5259,2
463,5638,1
463,6211,2
463,6394,2
464,280,3
464,464,5
464,2323,2
465,1195,1
465,4382,1
465,6092,1
465,6197,1
466,1392,3
466,3245,3
466,4942,3
467,5508,2
467,5838,2
469,3028,5
470,2089,1
470,5041,1
470,6085,1
470,6289,1
471,1049,4
471,5907,1
472,2572,5
472,2803,1
472,4840,1
472,5214,6
473,1343,3
473,4598,1
473,5238,3
473,5246,1
473,5691,3
474,1648,11
474,3170,1
475,2208,6
475,2766,2
475,6414,3
476,373,5
476,382,1
476,850,6
476,1320,2
476,1327,15
476,1926,2
476,2208,26
476,2275,4
476,2890,5
476,2943,2
476,3113,2
476,3343,9
476,3414,2
476,3479,2
476,3862,1
476,4072,6
476,4077,4
476,4382,2
476,5350,2
476,5479,6
476,5570,2
476,5681,2
476,5732,2
476,5871,2
476,6306,3
477,951,6
477,3551,3
477,4072,3
478,2572,4
478,2626,9
478,5214,5
478,5554,4
478,5947,4
478,5979,2
479,1327,4
479,1374,10
479,1418,3
479,2345,7
479,2614,4
479,2716,4
479,3652,10
479,4772,3
479,4938,9
479,5222,9
479,5461,9
479,5963,3
479,6163,4
480,3028,3
480,3862,2
481,2572,1
483,1926,2
483,2208,36
485,485,6
485,5370,3
486,2546,3
486,3961,3
486,4185,3
487,4082,8
488,488,1
488,647,3
488,730,3
488,1014,1
488,1077,1
488,2200,3
488,2749,1
488,2812,1
488,2877,5
488,3433,1
488,3797,1
488,3862,4
488,4061,1
488,4093,1
488,4816,3
488,5185,1
488,5193,3
488,5461,79
488,5679,3
488,5731,1
488,6414,8
488,6504,4
489,217,1
489,265,2
489,332,1
489,419,6
489,451,1
489,522,1
489,603,1
489,799,1
489,841,1
489,1021,1
489,1037,1
489,1241,1
489,1327,16
489,1388,1
489,1391,4
489,1392,3
489,1398,21
489,1419,4
489,1426,3
489,1454,4
489,1489,6
489,1567,4
489,1590,1
489,1642,1
489,1680,9
489,1773,1
489,1929,10
489,1930,5
489,1934,7
489,1995,1
489,2017,1
489,2049,6
489,2066,14
489,2084,8
489,2208,68
489,2213,2
489,2268,4
489,2458,3
489,2540,2
489,2594,2
489,2598,3
489,2709,9
489,2719,42
489,2835,49
489,2892,1
489,3003,1
489,3039,10
489,3107,4
489,3205,10
489,3342,4
489,3377,3
489,3443,1
489,3476,12
489,3483,1
489,3487,2
489,3635,1
489,3667,4
489,3714,5
489,3817,2
489,3862,18
489,3940,6
489,3965,1
489,3970,1
489,4032,1
489,4054,1
489,4062,1
489,4077,69
489,4208,2
489,4310,2
489,4420,17
489,4500,2
489,4526,1
489,4668,1
489,4758,1
489,4760,6
489,4793,3
489,4844,7
489,4912,5
489,4934,3
489,4937,3
489,4941,2
489,5275,6
489,5286,3
489,5355,1
489,5419,3
489,5506,1
489,5576,1
489,5661,1
489,5777,3
489,5836,34
489,5871,5
489,6059,4
489,6147,1
489,6232,4
489,6260,1
489,6345,18
489,6411,1
489,6521,6
490,2350,1
490,3031,2
490,4013,1
491,536,3
491,1400,1
491,3343,10
491,5050,1
491,5912,6
492,307,1
492,4176,1
492,6433,2
493,698,6
493,756,2
493,1032,4
493,2769,1
493,3343,43
493,3797,2
493,4126,4
493,5085,2
493,5508,18
493,5601,6
493,5692,2
493,5855,3
493,5939,2
494,2291,3
494,3048,3
494,4431,3
495,3456,4
496,1648,3
497,497,1
497,1648,1
498,3476,3
498,4390,2
499,1847,2
499,3047,2
500,3416,3
501,2208,11
503,1391,2
503,4077,2
505,103,6
505,200,36
505,505,51
505,1231,9
505,1816,11
505,1883,3
505,2319,14
505,2692,2
505,2719,4
505,2762,6
505,2916,14
505,4234,10
505,5989,12
505,6018,6
506,171,9
506,782,2
506,1072,9
506,2692,6
506,2719,2
506,5293,2
507,1161,1
509,93,2
509,127,2
509,463,2
509,1415,2
509,2441,2
509,4972,2
509,5259,2
509,5638,1
509,6211,2
509,6394,2
511,5989,6
512,1754,1
512,3416,9
512,4051,1
512,5337,1
513,3416,6
514,514,3
514,1487,3
515,1010,5
515,1423,5
515,3862,1
515,4036,5
516,2350,10
516,2968,4
516,5214,5
516,5328,4
516,5910,5
516,6251,4
517,2500,3
517,3433,1
517,5069,3
517,5725,6
517,6414,17
517,6445,1
518,1137,6
518,1374,6
518,5211,1
519,168,39
519,286,16
519,331,1
519,493,2
519,729,5
519,858,53
519,998,4
519,1327,16
519,1330,2
519,1847,8
519,2082,4
519,2208,8
519,2766,2
519,2810,4
519,3306,4
519,3343,2
519,3372,2
519,3479,10
519,3967,10
519,3994,19
519,4043,2
519,4072,71
519,4126,10
519,4145,4
519,4380,4
519,4382,1
519,4675,42
519,4684,2
519,4693,2
519,4787,14
519,4884,15
519,5287,16
519,5295,2
519,5350,11
519,5465,55
519,5479,28
519,5486,6
519,5508,68
519,5681,2
519,5838,8
519,5871,4
519,5967,58
519,5990,10
519,6004,13
519,6055,21
519,6101,20
520,5213,24
521,858,2
521,987,4
521,1327,6
521,2766,2
521,2810,4
521,3994,4
521,4043,2
521,4072,6
521,4884,6
521,5350,6
521,5479,6
521,5486,2
521,5508,6
521,5656,2
521,6055,2
522,1742,1
522,2208,1
522,3028,2
522,3107,1
522,3618,1
522,3862,1
522,4628,1
522,5286,2
522,5777,1
523,168,1
523,301,1
523,331,1
523,964,1
523,1701,1
523,2891,1
523,2998,1
523,3416,1
523,5222,1
524,2656,2
524,6322,2
525,6147,1
527,544,6
528,1329,2
528,1454,2
528,1649,2
528,2607,1
528,3039,8
528,3862,2
529,446,1
529,529,3
529,1463,7
529,2134,1
529,3066,3
529,3774,1
529,3938,3
529,5358,2
529,5908,1
530,2291,34
531,6509,2
532,1753,2
532,2075,3
532,5408,6
532,6221,3
532,6311,2
533,790,2
533,1652,1
533,2291,5
533,3416,2
533,3862,3
533,4824,3
533,5193,1
533,5222,1
533,5340,3
533,5356,1
534,1341,3
535,1711,4
535,4382,1
535,5910,4
536,423,7
536,478,4
536,493,3
536,536,4
536,544,9
536,738,8
536,850,12
536,899,5
536,1010,17
536,1017,49
536,1069,11
536,1086,13
536,1400,6
536,1423,4
536,1430,1
536,1652,3
536,2093,48
536,2238,3
536,2282,2
536,2368,4
536,2394,17
536,2547,3
536,2573,2
536,2626,2
536,2769,3
536,2908,1
536,3031,1
536,3039,2
536,3058,4
536,3120,3
536,3306,5
536,3307,9
536,3343,338
536,3778,20
536,3862,37
536,4188,3
536,4192,3
536,4240,18
536,4744,18
536,4864,2
536,5132,11
536,5361,2
536,5375,8
536,5674,2
536,5692,16
536,5861,5
536,5912,33
536,5939,7
536,6276,1
536,6442,12
537,984,3
537,4041,18
538,2497,4
539,539,3
539,835,2
539,2734,1
539,3786,1
539,4943,1
540,540,1
540,1742,1
542,5408,3
543,250,3
543,356,3
543,5913,3
543,6378,9
543,6414,15
544,170,1
544,191,4
544,270,3
544,279,16
544,306,31
544,315,33
544,358,4
544,527,8
544,536,29
544,544,2
544,546,12
544,620,4
544,699,4
544,711,86
544,753,4
544,773,44
544,779,4
544,788,14
544,873,4
544,910,52
544,974,24
544,1017,16
544,1031,22
544,1043,20
544,1086,28
544,1091,16
544,1108,3
544,1116,12
544,1118,4
544,1126,7
544,1132,4
544,1139,48
544,1148,4
544,1313,8
544,1341,2
544,1368,8
544,1400,28
544,1419,32
544,1445,20
544,1455,8
544,1578,42
544,1635,4
544,1648,1
544,1652,194
544,1655,76
544,1694,4
544,1709,16
544,1732,32
544,1746,4
544,1772,15
544,1774,7
544,1785,4
544,1863,4
544,1922,4
544,1930,4
544,2015,16
544,2093,29
544,2128,1
544,2157,4
544,2159,8
544,2190,8
544,2193,12
544,2232,4
544,2294,3
544,2324,37
544,2329,3
544,2345,9
544,2368,4
544,2559,125
544,2571,31
544,2649,31
544,2716,1
544,2721,10
544,2769,41
544,2880,4
544,2882,11
544,2902,202
544,2913,44
544,2946,4
544,2957,4
544,2976,2
544,3032,13
544,3100,4
544,3105,36
544,3120,4
544,3138,11
544,3147,71
544,3169,3
544,3416,2
544,3454,4
544,3858,15
544,4002,14
544,4011,8
544,4188,8
544,4233,39
544,4245,15
544,4307,8
544,4308,8
544,4394,16
544,4404,36
544,4412,12
544,4415,20
544,4434,36
544,4466,2
544,4469,52
544,4602,1
544,4746,36
544,4758,12
544,4808,8
544,4813,4
544,4818,5
544,4899,8
544,5087,23
544,5098,8
544,5131,12
544,5132,4
544,5191,12
544,5244,16
544,5286,2
544,5346,17
544,5355,20
544,5357,32
544,5372,2
544,5382,55
544,5416,44
544,5437,4
544,5549,8
544,5552,23
544,5567,28
544,5618,4
544,5629,8
544,5692,4
544,5699,4
544,5817,5
544,5839,2
544,5855,11
544,5861,4
544,5939,64
544,6053,8
544,6100,4
544,6170,42
544,6204,14
544,6207,16
544,6258,60
544,6301,1
544,6414,3
544,6425,4
544,6442,8
544,6462,4
544,6484,7
544,6538,1
544,6579,35
546,544,15
547,1454,1
547,4382,1
547,5660,1
547,6122,1
548,171,35
548,303,23
548,1335,4
548,2553,16
548,2718,4
548,2719,2
548,2964,4
548,3257,2
548,3759,13
548,4056,16
548,4136,6
548,5214,25
548,5513,6
548,5554,4
548,5899,10
548,5910,13
548,5982,24
549,5508,4
550,409,4
550,993,1
550,1341,2
550,1740,1
550,3175,2
550,3262,2
550,3392,2
550,3555,1
550,3994,1
550,5476,2
550,5508,6
550,5686,2
550,5781,2
550,5838,1
550,5992,1
550,6055,8
550,6453,8
550,6517,1
551,1082,3
551,1384,2
551,1560,3
551,2588,1
551,2708,1
551,3009,13
551,3626,5
551,3851,3
551,3896,12
551,4390,2
551,5696,9
552,609,14
552,835,1
552,1041,2
552,1225,1
552,1661,1
552,1932,1
552,2172,1
552,3132,1
552,3296,4
552,3529,1
552,3531,1
552,3675,2
552,3721,5
552,3786,1
552,5174,1
552,5445,1
552,6422,2
553,763,1
553,2974,3
553,5046,1
554,2692,6
555,6414,8
556,652,1
556,730,1
556,1026,1
556,1329,2
556,1649,1
556,2094,1
556,2197,1
556,2372,2
556,2570,1
556,2746,1
556,2765,4
556,3433,3
556,3450,1
556,3942,3
556,4093,2
556,4206,3
556,4425,1
556,5193,2
556,5222,1
556,5355,1
556,5461,68
556,5508,1
556,5574,1
556,5731,4
556,5807,4
556,5967,1
556,6005,1
556,6445,1
557,1454,2
557,1458,2
557,2725,2
558,437,2
558,558,1
558,2651,256
558,3014,1
558,3236,2
558,4175,2
558,5475,3
559,4072,2
559,6055,2
560,489,3
560,544,3
560,2979,2
560,3039,3
560,3107,16
561,120,1
561,561,3
561,620,2
561,3726,3
561,4664,1
561,6414,7
562,5508,4
562,5967,1
563,556,1
563,2289,3
563,2372,1
563,2438,3
563,2812,1
563,3039,7
563,3454,4
563,3546,2
563,3830,1
563,3862,4
563,4146,1
563,4941,3
563,5461,4
563,6179,3
563,6414,3
564,1108,2
564,2999,3
564,5817,2
566,1151,1
566,2200,4
566,2749,1
566,3416,1
566,5461,4
566,6183,1
566,6504,4
568,1341,9
569,569,1
569,2291,3
569,5214,2
570,1710,3
571,159,3
571,849,15
571,1026,3
571,1076,3
571,1123,3
571,1374,27
571,1801,2
571,2961,3
571,4066,69
571,5075,3
571,5283,3
571,5315,3
571,5869,3
571,6314,3
572,5141,2
573,3896,5
573,5691,1
573,5696,3
573,5877,2
574,753,8
574,1357,12
574,1454,14
574,1796,12
574,2192,4
574,2607,19
574,2706,8
574,2721,8
574,3039,28
574,3416,1
574,3449,8
574,3454,28
574,4036,18
574,4206,8
574,4434,16
574,4758,12
574,5098,15
574,5275,4
574,5346,4
574,5355,4
574,5461,4
574,5570,4
574,5576,16
574,5891,4
574,6087,10
574,6179,4
574,6442,8
574,6504,7
575,1026,3
575,5565,1
576,1021,6
578,3608,12
579,3416,5
580,3456,6
581,2208,4
582,3476,13
583,2719,5
584,584,1
584,1458,1
584,3245,1
584,3456,1
584,3862,1
584,6092,1
585,319,1
586,4390,18
586,5565,4
587,4072,18
588,378,3
588,866,3
588,2651,3
588,3527,1
588,5967,1
588,6055,2
589,1935,3
590,971,1
590,1961,8
590,2765,3
590,2995,3
590,3028,4
590,3527,3
590,5989,6
591,120,1
591,378,1
591,1025,2
591,1389,1
591,1421,1
591,1609,1
591,2076,11
591,2159,1
591,2651,1
591,3245,14
591,3377,1
591,3478,1
591,3770,1
591,4160,1
591,6433,3
592,3003,3
592,6414,3
593,1048,3
593,4820,3
594,533,3
594,961,3
594,2770,3
594,3862,3
594,4472,3
595,4431,2
595,5696,5
595,5817,2
595,6414,3
596,614,5
596,1851,5
596,2770,2
596,2775,5
596,2877,1
596,3855,5
596,4060,5
596,5340,1
596,5910,15
597,563,1
597,2186,2
597,2651,1
597,3862,3
597,4061,3
598,3840,3
598,5214,5
599,2749,4
600,550,2
600,993,2
600,1521,4
600,3751,4
600,4072,2
600,4126,4
601,5211,8
602,1225,3
602,1459,12
602,1932,21
602,2172,9
602,2407,6
602,2746,3
602,2832,3
602,3296,12
602,3316,7
602,3675,5
602,4041,35
602,4442,3
602,4515,9
602,4896,2
602,5445,17
602,5915,6
602,6179,3
603,787,4
603,1438,2
603,2084,2
603,3618,12
603,4932,2
603,6246,1
605,2626,5
606,336,2
606,371,3
606,606,7
606,874,1
606,977,2
606,1333,2
606,1419,2
606,1531,3
606,1554,2
606,1670,3
606,1705,1
606,1710,3
606,1834,3
606,1874,3
606,2089,1
606,2241,13
606,2303,5
606,2498,3
606,2550,1
606,2607,2
606,2708,3
606,2968,2
606,3009,1
606,3011,1
606,3344,6
606,3379,4
606,3496,56
606,3764,1
606,3774,18
606,3851,9
606,3896,5
606,3982,5
606,4054,25
606,4128,2
606,4390,17
606,4755,2
606,4823,4
606,5044,1
606,5089,2
606,5303,13
606,5340,2
606,5880,3
606,5908,31
606,6085,15
606,6123,9
606,6210,2
606,6397,2
607,972,4
607,3170,4
607,3830,4
608,1742,1
608,2291,3
608,3003,2
608,3223,1
608,5420,1
608,5508,1
609,171,10
609,176,6
609,266,10
609,376,1
609,552,5
609,585,1
609,609,45
609,654,1
609,770,1
609,835,12
609,869,6
609,899,1
609,1009,7
609,1049,1
609,1225,211
609,1248,1
609,1313,11
609,1350,1
609,1386,7
609,1404,1
609,1461,2
609,1469,6
609,1588,2
609,1650,1
609,1667,2
609,1859,1
609,1932,4
609,2064,2
609,2172,7
609,2262,3
609,2293,4
609,2365,9
609,2407,7
609,2746,2
609,2866,13
609,2887,11
609,2957,3
609,3002,148
609,3042,2
609,3054,1
609,3200,1
609,3209,2
609,3242,2
609,3296,86
609,3316,1
609,3343,17
609,3507,6
609,3531,2
609,3583,10
609,3675,2
609,3712,1
609,3721,2
609,3786,4
609,4033,2
609,4041,66
609,4363,2
609,4436,5
609,4500,1
609,4515,5
609,4621,1
609,4825,3
609,4896,1
609,5019,2
609,5095,1
609,5177,1
609,5445,6
609,5487,1
609,5603,2
609,5815,1
609,5915,4
609,5921,4
609,5966,4
609,6148,2
609,6179,5
609,6422,16
609,6517,1
610,610,12
611,3170,6
612,612,1
612,1031,1
612,2208,17
612,4048,1
613,3608,9
614,2153,1
614,6289,2
616,2208,4
617,544,2
617,2345,1
617,2497,1
617,3170,2
618,3994,18
619,1341,1
619,1942,1
619,2817,14
619,3837,3
619,4938,9
619,5098,13
620,303,1
620,609,1
620,867,2
620,1026,2
620,1073,1
620,1367,1
620,1419,13
620,1454,1
620,1851,1
620,2012,1
620,2438,1
620,2512,1
620,2553,17
620,2565,4
620,2607,1
620,2716,1
620,2721,1
620,2749,11
620,2818,4
620,3061,3
620,3200,1
620,3243,1
620,3259,2
620,3416,1
620,3454,3
620,3862,2
620,4071,1
620,4093,2
620,4241,2
620,4415,3
620,4941,1
620,5193,13
620,5214,3
620,5222,4
620,5345,4
620,5461,4
620,5484,1
620,5817,6
620,5910,6
620,5971,1
620,6087,3
620,6100,3
620,6285,5
621,1341,8
621,5129,2
621,5412,2
621,5744,3
622,4887,6
622,5292,6
622,5910,6
623,1341,9
624,1341,38
624,1942,9
624,3710,3
624,3834,24
626,1458,2
626,2077,1
626,2138,3
626,2512,2
626,2648,3
626,2877,1
626,3048,2
626,3106,3
626,3416,1
626,3528,1
626,4298,2
626,5222,8
626,5461,3
626,5731,4
626,6092,3
626,6180,2
626,6229,1
626,6253,1
626,6387,1
626,6414,6
626,6521,3
627,2299,31
627,3343,31
628,2692,80
628,2719,12
629,2291,1
629,3039,5
629,3487,1
629,5355,1
629,6179,1
630,1597,2
630,6306,1
631,5508,2
632,4912,2
632,5508,6
632,6055,4
633,1925,2
633,2241,1
633,2604,1
633,3009,1
633,3033,1
633,3496,1
633,3774,1
633,5303,6
633,5908,1
633,6085,9
634,6289,4
635,157,2
635,1729,2
635,2909,2
637,3296,6
638,4488,8
640,5696,6
642,2208,4
642,4048,2
643,614,23
644,3444,1
644,3608,3
645,729,2
645,1327,2
645,2208,2
645,2766,8
645,3475,4
645,3712,2
645,4072,20
645,4126,2
645,5215,1
645,5508,2
645,6055,26
646,1384,4
646,1671,1
646,1756,4
646,2762,1
646,3009,1
646,3444,1
646,4390,13
646,4432,2
646,4894,2
646,5236,3
646,5989,3
648,1419,2
648,1713,2
648,2607,2
648,2766,4
648,3343,9
648,4043,4
648,4884,2
649,1334,1
649,1541,1
649,1710,10
649,2147,1
649,2153,1
649,2569,5
649,3320,3
649,3444,1
649,3982,3
649,3983,3
649,4031,1
649,4054,3
649,4801,1
649,5340,20
649,6187,1
649,6275,2
649,6289,8
650,2291,3
650,2512,1
650,3039,6
650,5508,2
650,6055,2
650,6059,3
651,651,1
651,2141,1
651,3896,1
651,5553,1
651,5696,2
651,5872,1
651,5877,2
652,753,27
652,794,4
652,1374,11
652,1413,3
652,1798,3
652,1801,2
652,2066,6
652,2765,4
652,3303,6
652,3312,3
652,3475,4
652,3539,3
652,3717,18
652,4152,3
652,4343,3
652,4784,3
652,5075,3
652,5250,3
652,5315,6
652,5461,60
652,5898,3
652,6266,20
652,6323,8
653,4375,4
653,4441,2
653,4602,3
653,5211,8
653,5800,1
654,321,3
654,2291,1
654,3039,1
654,3862,1
655,2794,6
657,722,3
657,5508,3
657,5688,2
658,321,1
658,1013,1
658,2665,1
658,3028,3
658,3285,1
658,3618,3
658,4297,7
658,4428,14
658,5925,6
658,6242,1
658,6378,3
658,6414,15
658,6533,1
658,6593,9
659,1223,4
659,2517,4
660,5755,3
661,301,2
661,321,66
661,453,3
661,661,7
661,700,1
661,729,2
661,1022,2
661,1327,2
661,1426,4
661,1521,1
661,1666,2
661,1698,2
661,2037,1
661,2291,6
661,2345,2
661,2346,2
661,2453,1
661,2665,1
661,2716,1
661,2761,8
661,2774,2
661,3003,3
661,3039,4
661,3061,1
661,3223,6
661,3314,2
661,3449,1
661,3459,2
661,3603,2
661,3712,2
661,3717,8
661,3850,2
661,3862,11
661,4039,9
661,4072,46
661,4303,6
661,4355,6
661,4658,3
661,4834,1
661,4941,2
661,5206,2
661,5258,2
661,5461,7
661,5529,4
661,5576,2
661,5656,2
661,5707,2
661,5910,6
661,5965,3
661,6055,49
661,6107,4
661,6160,1
661,6306,3
661,6521,2
662,1375,2
662,3896,2
663,4039,2
663,6055,6
664,3606,6
665,804,1
665,1004,3
666,1648,2
667,3821,4
667,3862,9
667,3960,4
667,4382,6
668,1341,1
668,1430,3
668,1458,1
668,3445,2
668,4362,1
668,5121,1
668,5222,5
668,6092,1
669,6414,3
670,2545,15
670,2749,1
670,3416,1
670,3837,7
670,5098,7
670,5222,7
671,671,34
671,971,11
672,672,7
672,1021,3
672,1648,15
672,1853,45
672,2737,36
672,3036,6
672,5201,6
672,5355,3
672,5418,3
672,6003,21
673,1870,6
674,1807,1
674,1819,1
674,3287,1
674,4476,1
674,5773,1
675,160,4
675,709,4
675,753,1
675,928,4
675,1026,10
675,1029,3
675,1328,3
675,1330,3
675,1343,4
675,1653,3
675,1800,2
675,1847,2
675,2073,7
675,2208,2
675,2553,1
675,2573,3
675,2947,6
675,2999,2
675,3406,1
675,3970,4
675,4059,3
675,4102,1
675,4337,3
675,5200,3
675,5297,3
675,5508,4
675,5568,1
675,6246,1
675,6411,1
675,6417,1
675,6529,3
676,461,2
676,676,43
676,709,2
676,3190,1
677,677,1
677,2749,2
678,775,3
678,5925,6
679,1796,2
679,1847,7
679,4039,1
679,5213,8
679,5270,2
679,5316,2
679,6521,2
681,3107,6
682,1736,6
682,3343,3
683,4041,6
684,536,2
684,2093,1
684,3343,3
685,879,2
685,1138,4
685,2281,4
685,4912,4
686,1026,57
686,2358,9
687,301,4
687,331,3
687,750,20
687,1010,3
687,1440,6
687,3120,20
687,5461,6
687,6442,17
688,1327,4
688,5893,2
689,1341,12
689,3667,3
689,5371,3
690,840,1
690,1350,1
690,1426,1
690,2289,1
690,4061,1
690,5461,1
691,5925,3
691,6593,3
692,1961,5
692,3028,1
692,3245,8
692,3618,4
692,5649,1
692,6591,1
694,2553,1
694,4036,1
694,5098,1
694,5508,1
695,6055,6
696,120,1
696,350,11
696,438,1
696,696,1
696,867,6
696,1115,3
696,1487,13
696,2239,9
696,2296,1
696,2546,6
696,2638,1
696,2785,3
696,3107,1
696,3397,4
696,3483,1
696,3618,2
696,3636,4
696,5420,3
696,5559,3
696,5576,4
696,6433,4
697,3036,2
697,5841,1
698,1170,2
698,5910,5
699,544,6
700,772,3
700,790,3
700,2289,2
700,2291,6
700,2665,2
700,2719,2
700,3061,3
700,3862,23
700,5098,1
700,5461,7
700,5529,1
700,5910,15
701,5461,3
701,6161,3
702,1327,2
702,5967,36
702,5973,36
702,6055,40
703,626,1
703,1430,4
703,2777,3
703,4362,1
703,5222,6
703,6414,3
703,6434,3
705,1127,2
705,1327,4
705,1521,3
705,3262,16
705,3795,4
705,5476,16
705,5841,2
705,6055,26
705,6521,3
706,706,1
706,1653,1
706,2141,1
706,2355,1
706,2705,2
706,3009,1
706,3404,1
706,3802,2
706,3896,10
706,4302,1
706,4410,2
706,5068,1
706,5079,1
706,5226,4
706,5553,2
706,5691,4
706,5696,12
706,5872,1
706,5877,1
706,6123,1
706,6385,1
707,1961,8
707,2995,5
707,3878,3
708,5019,2
709,652,4
709,867,14
709,1374,2
709,1594,6
709,1609,14
709,1666,6
709,2146,3
709,2364,7
709,2651,6
709,2961,2
709,3312,4
709,3437,5
709,3794,2
709,3903,6
709,5209,3
709,5315,23
709,6006,4
709,6042,5
709,6051,2
709,6404,16
710,2208,2
710,3862,1
710,5213,2
711,544,21
711,711,4
711,1031,3
711,3959,1
712,1026,1
712,1355,1
712,2641,1
713,1753,8
714,700,1
714,1313,2
714,1648,1
714,2343,3
714,2665,1
714,4043,1
714,5692,3
714,6055,1
715,2979,4
716,489,6
716,716,4
716,729,2
716,858,1
716,1327,19
716,1391,5
716,1540,8
716,1549,4
716,1648,6
716,1935,1
716,2073,6
716,2082,10
716,2092,2
716,2208,72
716,2650,8
716,2890,3
716,3068,3
716,3170,5
716,3262,6
716,3476,6
716,3613,8
716,3687,2
716,4126,2
716,4402,1
716,5046,2
716,5419,5
716,5465,136
716,5508,33
716,5686,4
716,5809,4
716,5838,68
716,5967,162
